Date,kpi,ppi,unemployment,oil_price_nok,usd_nok,import_val,eksport_val,styringsrente,eur_nok,boligpris_idx,toll_rate_avg
2020-10-01,113.2,100.55096418732784,5.5,352.12872799999997,9.2812,63953175938,66743355250.4,0,10.922,3.415,21.516112412177634
2020-11-01,112.4,105.09641873278237,5.2,444.38385600000004,9.2812,71776169536.40001,69666795498.70001,0,10.7453,3.2986666666666666,21.516112412177634
2020-12-01,112.9,106.74931129476586,4.8,459.08892599999996,8.8593,65026748160.6,72801040830.29999,0,10.605,3.1823333333333332,21.516112412177634
2021-01-01,114.1,112.53443526170801,5.1,487.61587199999997,8.8593,63203237871.600006,82933245645,0,10.3661,3.066,21.515098629220933
2021-02-01,114.9,118.59504132231405,5.4,553.838066,8.5973,64613102720.3,84176972446.20001,0,10.2791,2.7303333333333333,21.515098629220933
2021-03-01,114.6,118.45730027548211,4.3,539.275396,8.5954,67640460256.6,86083188862,0,10.1469,2.3946666666666667,21.515098629220933
2021-04-01,115,118.59504132231405,5.1,573.8289040000001,8.5954,68730224545.90001,87706387674,0,10.0375,2.059,21.515098629220933
2021-05-01,114.9,121.76308539944904,5.5,592.65283,8.5954,73939427168.09999,98372470195.99998,0,10.0863,1.8710000000000002,21.515098629220933
2021-06-01,115.3,127.41046831955924,4.5,617.1820200000001,8.271,68684617170.000015,102937805730.00002,0,10.1444,1.683,21.515098629220933
2021-07-01,116.3,133.1955922865014,5,647.9076379999999,8.5918,68649126384.99999,118652672081.99998,0,10.3767,1.495,21.515098629220933
2021-08-01,116.3,141.0468319559229,3.9,615.4306339999999,8.5918,75735678447,129169736696.00002,0,10.4195,1.4383333333333335,21.515098629220933
2021-09-01,117.5,152.4793388429752,3.7,680.138012,8.6852,72080307377.2,149392127604,0.06,10.1861,1.3816666666666666,21.515098629220933
2021-10-01,117.2,161.84573002754823,3.6,723.1984759999999,8.6383,72980219720.09999,173173986908.99997,0.25,9.8143,1.325,21.515098629220933
2021-11-01,118.1,166.80440771349862,4,582.2035310000001,8.4097,72556217315.40001,157364997504.00003,0.25,9.9661,1.586,21.515098629220933
2021-12-01,118.9,180.16528925619838,3.3,698.67161,9.0326,79320454345,206367541222,0.36,10.1366,1.847,21.515098629220933
2022-01-01,117.8,177.96143250688706,3.2,806.2498760000001,9.0326,78921247562.4,174535220448,0.5,10.007,2.108,21.604921185372184
2022-02-01,119.1,181.68044077134988,3.6,866.9169360000001,8.8488,81413720654.40001,180561356784,0.5,10.0544,1.8086666666666666,21.602697478991832
2022-03-01,119.8,212.39669421487602,3,924.9453139999998,8.8334,78075710746.2,220324517813.99997,0.55,9.7367,1.5093333333333334,21.602697478991832
2022-04-01,121.2,197.24517906336087,2.6,936.7250200000001,8.743,78874441177,197604827070,0.75,9.6239,1.21,21.602697478991832
2022-05-01,121.5,200.55096418732785,3.8,1010.6908,8.743,84514131414.40001,203345547120,0.75,10.1373,0.8536666666666667,21.602697478991832
2022-06-01,122.6,215.0137741046832,3.1,1022.287086,9.3762,80569405314,203849370630.00003,0.87,10.3072,0.49733333333333335,21.602697478991832
2022-07-01,124.2,231.26721763085402,2.9,1033.721725,9.9425,84365821052.5,283505515675,1.25,10.1823,0.141,21.602697478991832
2022-08-01,123.9,250.13774104683196,3.4,921.893088,9.6392,88359201597.6,324083109704,1.45,9.8309,-0.13999999999999999,21.602697478991832
2022-09-01,125.6,232.2314049586777,3.4,852.1662600000001,10.009,87082403690,262112789390,1.89,10.1697,-0.421,21.602697478991832
2022-10-01,126,193.93939393939397,3.1,928.93529,10.009,94278843152.8,186470524874.00003,2.25,10.3919,-0.702,21.602697478991832
2022-11-01,125.8,203.99449035812674,3.2,890.381466,10.2378,90471837874.2,185811258234,2.47,10.3357,-0.7273333333333333,21.602697478991832
2022-12-01,125.9,213.91184573002758,3.5,839.74686,9.8044,94941083879.2,229350309395.99997,2.62,10.448,-0.7526666666666667,21.602697478991832
2023-01-01,126.1,176.99724517906336,3.6,837.8840239999998,9.8044,84011037427.9,174827199913,2.75,10.7149,-0.778,21.60376772025613
2023-02-01,126.6,171.900826446281,4,831.654355,9.9659,92323669066.3,168305016130.99997,2.75,10.9529,-0.1623333333333334,21.60376772025613
2023-03-01,127.6,165.84022038567494,3.6,825.255711,10.3299,88070248224,153310177860,2.82,11.2858,0.4533333333333332,21.60376772025613
2023-04-01,129,167.07988980716254,3.4,829.800867,10.3299,92627867002.8,174011519148,3,11.5265,1.069,21.562344372249
2023-05-01,129.6,153.30578512396696,3.1,749.95074,10.3299,90213224174.40001,144245589744,3.21,11.7233,0.43066666666666664,21.562344372249
2023-06-01,130.4,153.85674931129478,3.4,843.626752,11.1872,93158197273.6,151233156352,3.39,11.7164,-0.20766666666666667,21.562344372249
2023-07-01,130.9,149.4490358126722,3.7,955.7224960000001,11.1872,88691299488,161472459456,3.75,11.3474,-0.846,21.562344372249
2023-08-01,129.9,156.6115702479339,3.6,887.376551,10.2197,78693059439.8,143520356950,3.86,11.4127,-0.5876666666666667,21.562344372249
2023-09-01,129.8,164.0495867768595,3.4,976.5824000000001,10.592,86163134304,146908286080,4.07,11.4525,-0.3293333333333333,21.562344372249
2023-10-01,131.1,172.58953168044079,3.6,900.53184,10.592,81608036090,154665087150,4.25,11.6284,-0.071,21.562344372249
2023-11-01,131.8,172.03856749311296,3.8,905.211528,11.1948,88983894058.8,158480193732,4.25,11.7958,0.2846666666666666,21.562344372249
2023-12-01,131.9,159.22865013774106,3.7,828.703872,10.7568,88102570017.6,152800881840,4.37,11.5333,0.6403333333333333,21.562344372249
2024-01-01,132,154.1322314049587,4.5,878.9381279999999,10.7568,85753037000.4,136021365564,4.5,11.3501,0.996,21.565615449026748
2024-02-01,132.3,150.27548209366392,3.6,860.9478189999999,10.5109,84671837279.8,132169417159,4.5,11.3843,1.1336666666666666,21.565615449026748
2024-03-01,132.6,154.4077134986226,3.9,920.6862,10.5826,87490058110,145536148240,4.5,11.512,1.2713333333333334,21.565615449026748
2024-04-01,133.7,159.64187327823694,4.3,913.5958579999999,10.5826,88630208231.5,148462739665,4.5,11.6828,1.409,21.565615449026748
2024-05-01,133.5,158.26446280991738,4,858.3546859999999,10.5826,94019078748.00002,158767281570,4.5,11.5898,1.2403333333333333,21.565615449026748
2024-06-01,133.8,159.0909090909091,4,899.521,10.5826,88251547231.9,167912609507,4.5,11.4178,1.0716666666666668,21.565615449026748
2024-07-01,134.5,159.22865013774106,3.9,860.048676,10.6389,89471670192.9,149641447950,4.5,11.716,0.903,20.90481838473997
2024-08-01,133.3,162.2589531680441,4,837.575375,10.8875,96243921312.5,160613924250,4.5,11.7895,1.084,20.90481838473997
2024-09-01,133.7,159.22865013774106,4,781.3958749999999,10.8875,89745988987.79999,142411851330,4.5,11.7852,1.265,20.90481838473997
2024-10-01,134.5,166.52892561983472,4.1,770.431734,10.5814,91886803645.6,141693728562,4.5,11.7907,1.446,20.90481838473997
2024-11-01,134.9,172.03856749311296,3.7,789.349184,10.9876,91349906528.40001,154691673500,4.5,11.7408,1.824,20.90481838473997
2024-12-01,134.8,173.96694214876035,4.3,820.114464,10.9876,91608918526.99998,155547931520,4.5,11.7392,2.202,20.904219336512178
2025-01-01,135.1,182.09366391184574,3.8,843.4081760000001,10.9876,89650976406.6,165443788412,4.5,11.7456,2.58,21.166632398443124
2025-02-01,137,184.02203856749313,4.1,800.007156,10.9876,94464684033,177956648640,4.5,11.6574,1.5876666666666668,21.166632398443124
2025-03-01,136.1,169.00826446280993,4.5,821.213224,10.9876,96061639447.20001,151402414408,4.5,11.5472,0.5953333333333333,21.166632398443124
2025-04-01,137,160.19283746556474,4.4,662.210856,10.4913,97909175980.8,150487731765,4.5,11.8313,-0.397,21.166632398443124
2025-05-01,137.5,155.6473829201102,4.6,670.39407,10.4913,92666019912.6,147150845116,4.5,11.6022,0.1783333333333333,21.166632398443124
2025-06-01,137.8,155.92286501377413,5.4,709.3167930000001,10.4913,92693152846,152697073480,4.41,11.5879,0.7536666666666666,21.166632398443124
2025-07-01,138.9,158.12672176308538,4.4,719.0936399999999,10.0292,91476473608.79999,145625688964,4.25,11.8537,1.329,20.953313901788714
