Date,kpi,ppi,unemployment,oil_price_nok,usd_nok,import,eksport,rente,eur_nok,boligindex,oljepris_USD,import_USD,eksport_USD
1944-11-01,4.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1944-12-01,4.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1945-01-01,4.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1945-02-01,4.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1945-03-01,4.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1945-04-01,4.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1945-05-01,4.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1945-06-01,4.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1945-07-01,4.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1945-08-01,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1945-09-01,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1945-10-01,4.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1945-11-01,4.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1945-12-01,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1946-01-01,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1946-02-01,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1946-03-01,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1946-04-01,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1946-05-01,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1946-06-01,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1946-07-01,5.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1946-08-01,5.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1946-09-01,5.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1946-10-01,5.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1946-11-01,5.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1946-12-01,5.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1947-01-01,5.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1947-02-01,5.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1947-03-01,5.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1947-04-01,5.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1947-05-01,5.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1947-06-01,5.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1947-07-01,5.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1947-08-01,5.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1947-09-01,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1947-10-01,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1947-11-01,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1947-12-01,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1948-01-01,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1948-02-01,5.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1948-03-01,5.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1948-04-01,5.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1948-05-01,5.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1948-06-01,5.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1948-07-01,5.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1948-08-01,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1948-09-01,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1948-10-01,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1948-11-01,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1948-12-01,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1949-01-01,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1949-02-01,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1949-03-01,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1949-04-01,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1949-05-01,5.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1949-06-01,5.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1949-07-01,5.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1949-08-01,5.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1949-09-01,5.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1949-10-01,5.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1949-11-01,5.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1949-12-01,5.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1950-01-01,5.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1950-02-01,5.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1950-03-01,5.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1950-04-01,5.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1950-05-01,5.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1950-06-01,5.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1950-07-01,5.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1950-08-01,5.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1950-09-01,5.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1950-10-01,5.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1950-11-01,5.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1950-12-01,5.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1951-01-01,5.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1951-02-01,5.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1951-03-01,5.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1951-04-01,6.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1951-05-01,6.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1951-06-01,6.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1951-07-01,6.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1951-08-01,6.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1951-09-01,6.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1951-10-01,6.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1951-11-01,6.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1951-12-01,6.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1952-01-01,6.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1952-02-01,6.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1952-03-01,6.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1952-04-01,6.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1952-05-01,6.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1952-06-01,6.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1952-07-01,6.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1952-08-01,6.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1952-09-01,6.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1952-10-01,6.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1952-11-01,6.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1952-12-01,6.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1953-01-01,6.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1953-02-01,6.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1953-03-01,6.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1953-04-01,6.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1953-05-01,6.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1953-06-01,6.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1953-07-01,6.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1953-08-01,6.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1953-09-01,6.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1953-10-01,6.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1953-11-01,6.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1953-12-01,6.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1954-01-01,6.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1954-02-01,6.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1954-03-01,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1954-04-01,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1954-05-01,7.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1954-06-01,7.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1954-07-01,7.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1954-08-01,7.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1954-09-01,7.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1954-10-01,7.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1954-11-01,7.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1954-12-01,7.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1955-01-01,7.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1955-02-01,7.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1955-03-01,7.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1955-04-01,7.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1955-05-01,7.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1955-06-01,7.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1955-07-01,7.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1955-08-01,7.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1955-09-01,7.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1955-10-01,7.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1955-11-01,7.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1955-12-01,7.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1956-01-01,7.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1956-02-01,7.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1956-03-01,7.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1956-04-01,7.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1956-05-01,7.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1956-06-01,7.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1956-07-01,7.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1956-08-01,7.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1956-09-01,7.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1956-10-01,7.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1956-11-01,7.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1956-12-01,7.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1957-01-01,7.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,111553300,63186610.00000001
1957-02-01,7.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,105653300,71575840
1957-03-01,7.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,111916400,74485490
1957-04-01,7.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,121356100,69345400
1957-05-01,7.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,105248800,65984660
1957-06-01,7.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,101884000,61343440
1957-07-01,7.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,106697200,73554780
1957-08-01,7.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,106408600,71780240
1957-09-01,7.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,103755800,64102250
1957-10-01,7.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,86911670,73535630
1957-11-01,7.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,108309500,62003370
1957-12-01,7.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,104272400,69323040
1958-01-01,7.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,97807640,65187190.00000001
1958-02-01,7.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,105952500,60493070
1958-03-01,7.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,107952700,60591480
1958-04-01,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,113686000,62687580.00000001
1958-05-01,8.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,122258500,63637929.99999999
1958-06-01,8.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,94980560,57789690
1958-07-01,8.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,116638600,60313830
1958-08-01,8.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,106491400,61871800
1958-09-01,8.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,113619300,66521029.99999999
1958-10-01,8.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,100509600,64443329.99999999
1958-11-01,8.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,122115900,66180960
1958-12-01,8.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,107991600,57704090
1959-01-01,8.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,100935100,59326070
1959-02-01,8.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,114228700,64832600.00000001
1959-03-01,8.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,127837100,68044340
1959-04-01,8.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,102492200,68843190
1959-05-01,8.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,97039700,69399210
1959-06-01,8.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,104002600,62164820
1959-07-01,8.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,124731300,69933710
1959-08-01,8.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,131983800,64903530
1959-09-01,8.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,99583350,72802040
1959-10-01,8.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,116774200,66525200.00000001
1959-11-01,8.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,97743390,68229010
1959-12-01,8.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,109367900,74265300
1960-01-01,8.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,115581800,71151330
1960-02-01,8.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,124857100,70255910
1960-03-01,8.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,112145700,75140920
1960-04-01,8.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,129983100,75531950
1960-05-01,8.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,116683900,72439870
1960-06-01,8.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,125539600,74389790
1960-07-01,8.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,114967900,71553150
1960-08-01,8.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,124389200,73872630
1960-09-01,8.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,131065600,70283370
1960-10-01,8.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,117511200,70799340
1960-11-01,8.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,123168500,75515380
1960-12-01,8.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,129688800,78792550
1961-01-01,8.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,128910600,76690420
1961-02-01,8.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,142390400,72090890
1961-03-01,8.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,118979600,81369270
1961-04-01,8.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,139921800,71594590
1961-05-01,8.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,140346100,73913300
1961-06-01,8.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,152051900,76702420
1961-07-01,8.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,152256700,76260160
1961-08-01,8.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,138716600,91922950
1961-09-01,8.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,126827100,82574820
1961-10-01,8.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,121368400,78764440
1961-11-01,8.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,136869600,77639940
1961-12-01,8.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,122066500,73919250
1962-01-01,8.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,140037400,82376350
1962-02-01,8.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,132224800,77534180
1962-03-01,8.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,138085000,78783060
1962-04-01,8.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,127784100,79320480
1962-05-01,8.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,142712700,74152190
1962-06-01,8.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,133706000,79888730
1962-07-01,9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,134266600,84245510
1962-08-01,9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,130268600,82887020
1962-09-01,9.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,150283300,82979830
1962-10-01,9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,146301600,86792770
1962-11-01,9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,141424300,81127430
1962-12-01,9.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,142474100,81530850
1963-01-01,9.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,154924400,82029810
1963-02-01,9.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,130592000,81820440
1963-03-01,9.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,142092600,81994300
1963-04-01,9.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,153364500,84943390
1963-05-01,9.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,150934300,84756340
1963-06-01,9.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,159927100,85334480
1963-07-01,9.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,151095400,88729400
1963-08-01,9.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,150484900,90364640
1963-09-01,9.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,147288000,95051330
1963-10-01,9.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,151431200,99514450
1963-11-01,9.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,144382800,94522190
1963-12-01,9.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,179300200,100620700
1964-01-01,9.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,162461500,95783300
1964-02-01,9.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,154816700,106038800
1964-03-01,9.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,151619600,96682710
1964-04-01,9.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,143632600,101615700
1964-05-01,9.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,146009700,113428800
1964-06-01,9.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,173361000,111854100
1964-07-01,9.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,164323200,109490800
1964-08-01,9.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,176145900,104599400
1964-09-01,9.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,162511200,115347800
1964-10-01,9.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,174394600,104077600
1964-11-01,9.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,177162100,118695500
1964-12-01,9.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,185848400,106464900
1965-01-01,9.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,174072900,113903800
1965-02-01,9.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,172683300,107229800
1965-03-01,10.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,178362100,117837000
1965-04-01,10.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,197068800,111528500
1965-05-01,10.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,172667900,118731200
1965-06-01,10.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,186164100,131040300
1965-07-01,10.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,182831000,128850400
1965-08-01,10.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,178166900,118072700
1965-09-01,10.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,205535700,114640700
1965-10-01,10.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,182245600,127174200
1965-11-01,10.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,186845800,121844300
1965-12-01,10.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,184660400,128315300
1966-01-01,10.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,198337700,129774000
1966-02-01,10.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,173715200,119210500
1966-03-01,10.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,192701800,128973300
1966-04-01,10.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,178716300,125510100
1966-05-01,10.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,187775100,128387200
1966-06-01,10.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,188698600,132694700
1966-07-01,10.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,199415600,136762800
1966-08-01,10.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,190828600,127595900
1966-09-01,10.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,198667100,135532200
1966-10-01,10.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,235522600,125328900
1966-11-01,10.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,193116100,141013500
1966-12-01,10.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,262167300,132537500
1967-01-01,10.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,211585800,140475900
1967-02-01,10.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,245167700,132592400
1967-03-01,10.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,242465800,132199200
1967-04-01,10.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,229293200,147497900
1967-05-01,10.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,212049300,147160800
1967-06-01,10.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,223202900,144877400
1967-07-01,11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,236043600,140718100
1967-08-01,11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,228379800,153342000
1967-09-01,11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,235995600,139520500
1967-10-01,11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,242420700,144471100
1967-11-01,11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,235740000,156761200
1967-12-01,11.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,207665600,158414000
1968-01-01,11.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,223274300,141824900
1968-02-01,11.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,209215000,154690300
1968-03-01,11.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,238062900,153697500
1968-04-01,11.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,235158100,154132300
1968-05-01,11.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,232300400,157824200
1968-06-01,11.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,220442100,168661000
1968-07-01,11.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,194268200,143343300
1968-08-01,11.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,253605000.00000003,171190000
1968-09-01,11.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,228027000,158835000
1968-10-01,11.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,222835800,174249500
1968-11-01,11.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,231136300,181241800
1968-12-01,11.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,209520400,169918100
